"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","16850","594","645.15","594","645.15","645.15","645.15","6","52.36","1.81","5050","0","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","16500","986.95","986.95","888.75","960.9","966.95","960.9","7568","66006.83","3570.83","307850","121850","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","16550","0","0","0","1234.6","1234.6","960.3","0","0","0","400","0","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","16600","860","883.25","805.8","870","870","870","10","87.28","4.28","5900","-50","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","16650","0","0","0","778.8","778.8","872.7","0","0","0","3000","0","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","16300","1160","1165","1160","1165","1165","1189.6","3","26.19","1.74","20100","-150","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","16350","1113.15","1113.15","1085.25","1085.25","1085.25","1142.75","5","43.62","2.74","500","100","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","16400","1035","1037.2","1035","1037.2","1037.2","1096.35","2","17.44","1.04","5050","-50","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","16450","1001.15","1001.15","976.6","976.6","976.6","1050.45","4","34.88","1.98","500","100","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","16150","0","0","0","1274.85","1274.85","1332.35","0","0","0","200","0","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","16200","0","0","0","1430.2","1430.2","1284.4","0","0","0","3250","0","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","16250","1194","1194","1168.95","1168.95","1168.95","1236.85","4","34.86","2.36","200","100","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","15950","0","0","0","2562.25","0","1526.45","0","0","0","0","0","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","16000","1600","1600","1371.6","1448.55","1446.8","1448.55","500","4358.57","358.57","339200","-11000","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","16050","0","0","0","2471.85","0","1428.95","0","0","0","0","0","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","16100","0","0","0","1647.8","1647.8","1380.5","0","0","0","5400","0","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","15800","1761","1761","1611","1650","1650","1650","6","52.4","5","750","100","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","15850","0","0","0","2653.5","0","1624.55","0","0","0","0","0","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","15900","0","0","0","2607.75","0","1575.4","0","0","0","0","0","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","15000","2472.6","2472.6","2360","2442.15","2437.25","2442.15","324","2820.87","390.87","632050","1400","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","11000","6380","6400","6370","6400","6400","6453.65","24","208.7","76.7","4200","-200","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","12000","0","0","0","6007.65","0","5457.4","0","0","0","0","0","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","13000","4390","4417.95","4390","4417.95","4417.95","4417.95","7","60.9","15.4","554850","-250","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","14000","3372.85","3457.65","3372.85","3430.25","3430","3430.25","33","287.08","56.08","15800","400","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","22000","1.8","1.9","1.55","1.75","1.75","1.75","208","2288.19",".19","191300","3000","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","23000","1.75","1.75","1.45","1.5","1.65","1.5","21","241.52",".02","42700","-100","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","24000","1.5","1.85","1.5","1.65","1.65","0","114","1368.09",".09","26850","4400","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","19700","3","3.25","2.7","3","2.95","3","77","758.56",".11","19700","-550","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","19750","2.8","3.15","2.55","2.65","2.65","2.65","40","395.06",".06","5700","550","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","20000","2.7","2.9","2.2","2.75","2.8","2.75","2774","27743.63","3.63","1190500","-8600","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","21000","2.05","2.3","1.75","1.85","1.8","1.85","718","7539.73",".73","278750","-3850","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","19550","3.05","3.05","3","3","3","1.2","3","29.33","0","2650","50","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","19600","3.15","3.2","2.6","3.15","3.15","1","13","127.42",".02","10550","-150","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","19650","2.7","3","2.55","3","2.95","3","19","186.7",".03","4900","450","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","19350","3.25","3.45","2.8","3.45","3.4","3.45","26","251.59",".04","4000","-550","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","19400","3.35","3.55","3","3.4","3.35","3.4","61","591.8",".1","7250","250","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","19450","2.85","3.95","2.85","3.15","3.15","1.7","11","106.99",".02","2750","-150","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","19500","2.5","3.3","2.5","3.25","3.3","3.25","2013","19629.89","3.14","382550","-26550","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","19150","3.25","4.4","3.25","4.15","4.15","4.9","4","38.31",".01","5350","0","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","19200","3.6","4","3.1","3.95","3.95","3.95","1175","11282.23","2.23","77800","-12350","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","19250","3.6","4.2","3.15","3.65","3.65","3.5","8","77.01",".01","4850","50","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","19300","3.75","3.85","3.1","3.65","3.65","3.65","598","5771.77","1.07","86300","-7350","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","18950","4.15","4.3","3.15","4.3","4.3","9.3","33","312.74",".07","4600","100","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","19000","3.75","4.75","3.5","4.6","4.55","4.6","24236","230294.19","52.19","1934500","140650","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","19050","3.75","4.7","3.2","4.7","4.7","6.75","8","76.22",".02","4700","-50","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","19100","3.65","4.2","3.1","4.05","4","4.05","461","4403.44",".89","150650","-2500","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","18750","3.95","5.3","3.9","4.2","4.2","4.2","231","2166.13",".5","37350","50","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","18800","4.25","4.7","3.75","4.55","4.65","4.55","4181","39309.96","8.56","330850","-14400","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","18850","4.05","5.35","3.35","4.5","4.45","4.5","166","1564.9",".35","20250","950","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","18900","4.25","4.65","3.1","4.45","4.6","4.45","1839","17382.31","3.76","91350","-27550","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","18600","4.7","5.95","4.4","5.7","5.55","5.7","9116","84803.33","24.53","522000","-52700","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","18650","5.2","5.4","4.5","5.3","5","5.3","616","5745.75","1.55","103100","-3900","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","18700","3.95","4.95","2.85","4.7","4.6","4.7","5162","48276.02","11.32","484200","-2100","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","18400","7.15","8.7","5.8","7.8","7.9","7.8","16932","155841.14","66.74","776400","46750","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","18450","8","8.05","5.25","7.6","7.65","7.6","1855","17119.23","6.86","33900","-11600","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","18500","7.3","7.45","4.35","6.8","6.8","6.8","30183","279292.22","99.47","1769050","-61350","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","18550","5.1","7.2","4","6.4","6.35","6.4","1311","12163.45","3.92","58700","-6100","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","18200","20","20","12.15","14","13.55","14","38241","348268.68","275.58","1432750","-9850","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","18250","12","13.25","10.25","11.95","11.85","11.95","4151","37903.27","25.4","143200","-5100","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","18300","8.35","14.8","7.8","10.5","10.7","10.5","27295","249895.75","146.5","730250","-115100","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","18350","7.85","10.2","7.6","9.35","9.5","9.35","3106","28512.12","14.57","97200","-6700","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","18000","36.6","36.6","24.05","26.45","27.1","26.45","116657","1051505.71","1592.71","3472050","245050","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","18050","19.4","29.8","19.4","21.65","21.35","21.65","9257","83649.78","105.35","190450","21950","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","18100","20","24.8","15.5","18.2","18.15","18.2","46032","417027.96","438.36","932350","-273150","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","18150","15.05","18.1","13.85","15.9","16.15","15.9","6749","61303.12","55.95","82000","-63900","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","17800","67","79.4","47.75","54.5","54.25","54.5","95714","854482.28","2627.68","1894550","-2400","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","17850","62.3","62.3","39.6","44.5","44.15","44.5","12997","116293.34","295.11","196950","-26500","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","17900","55","55","32.9","37.1","37.05","37.1","59047","529600.89","1130.24","1631200","73350","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","17950","54","54","26.45","30.75","30.65","30.75","18060","162372.86","284.36","171850","-141800","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","17650","112.35","121","82.05","97.65","98","97.65","14708","130506.17","708.07","300100","80000","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","17700","107.5","107.5","67.55","80.15","80.4","80.15","100627","894553.14","4004.19","2466050","253700","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","17750","80.15","95","56.9","65.9","66.25","65.9","24575","218906","802.87","285800","24850","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","17450","182.05","216.75","158.7","191.35","194.7","191.35","13474","118816.31","1255.66","169450","84450","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","17500","205","229.85","135","163.75","163","163.75","118079","1042601.52","9410.27","2415000","498450","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","17550","181.05","181.05","115.25","139.2","138.05","139.2","9749","86207.95","660.48","122900","29650","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","17600","140","149.95","97.1","116.6","116.45","116.6","84039","744341.35","4798.15","2296850","197600","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","17250","322.6","332.95","271.1","317.5","317.15","317.5","1154","10130.68","177.43","38500","450","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","17300","315","351.95","240.1","283.85","285.35","283.85","39696","348788.93","5418.53","1237450","206100","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","17350","280","280","210.7","251.3","246.8","251.3","5923","52096.75","714.72","65150","13250","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","17400","232.05","243.55","183.6","219.45","219.05","219.45","128332","1130092.17","13603.77","1336250","722700","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","17050","475.45","475.45","475.45","475.45","475.45","475.45","1","8.76",".24","24900","0","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","17100","422.8","450.5","374.15","428.1","429.9","428.1","2523","22094.82","523.17","159150","30800","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","17150","383.55","405.85","340","393.75","394.05","393.75","390","3418.07","73.82","23100","5350","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","17200","365.6","372.95","303.5","352.3","352.95","352.3","8517","74692.41","1446.21","251850","46550","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","16900","603.35","612","529.2","596.8","594.5","596.8","385","3364.16","110.91","26000","350","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","16950","0","0","0","861.05","861.05","629.7","0","0","0","8750","0","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","17000","575","575","450.9","512.1","507.5","512.1","11438","100075.65","2852.65","527200","-27800","17412.9"
"NIFTY","10-Mar-2023","29-Mar-2023","CE","16700","780","797","703.6","761.65","761.65","761.65","64","558.58","24.18","15050","300","17412.9"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","16700","818.7","820.35","545.85","568.05","597.75","568.05","837","7239.05","250.1","14100","-950","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","16750","767.65","767.65","705","705","705","556.95","4","34.94","1.44","5450","-50","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","16800","699","789.25","466.1","492","514.9","492","4492","38889.85","1157.05","107000","74900","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","16500","1008.8","1074.75","716.7","755.95","767.85","755.95","9995","86597.77","4139.02","225700","-82150","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","16550","0","0","0","1234.6","1234.6","713.85","0","0","0","400","0","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","16600","947.95","948","633.4","655.5","688","655.5","127","1101.44","47.34","7850","1950","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","16650","0","0","0","778.8","778.8","632.95","0","0","0","3000","0","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","16300","1202.65","1203.1","914.65","914.65","914.65","914.65","27","235.11","15.06","19850","-250","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","16350","1186.7","1186.7","1130.3","1130.3","1130.3","886.6","4","35.02","2.32","600","100","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","16400","1116.15","1116.4","882.65","882.65","882.65","842.25","33","288.49","17.89","5500","450","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","16450","1067.65","1067.65","833.8","833.8","833.8","833.8","4","34.8","1.9","600","100","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","16100","1430.6","1430.6","1090.5","1090.5","1090.5","1117.55","45","390.47","28.22","5200","-200","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","16150","1346.95","1346.95","1344.25","1344.25","1344.25","1070.35","4","34.99","2.69","300","100","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","16200","1282.05","1310.4","1000.9","1049.4","1049.4","1023.6","49","425.64","28.74","4050","800","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","16250","1300.6","1300.6","1246.2","1246.2","1246.2","977.35","4","35.05","2.55","300","100","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","15900","1644.55","1644.55","1596.15","1596.15","1596.15","1309.8","4","35.04","3.24","100","100","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","15950","1375.85","1375.85","1375.85","1375.85","1375.85","1261.3","2","17.33","1.38","100","100","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","16000","1480","1565","1176.5","1214.25","1238.05","1214.25","692","5985.76","449.76","335750","-3450","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","16050","0","0","0","2471.85","0","1165.15","0","0","0","0","0","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","15800","1556.5","1576.05","1370","1400.35","1405","1400.35","18","154.91","12.71","1150","400","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","15850","0","0","0","2653.5","0","1358.55","0","0","0","0","0","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","15000","2494.4","2564.1","2150","2180","2218","2180","378","3265.94","430.94","622400","-9650","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","11000","6376.8","6376.85","6050.1","6236.05","6050.1","6236.05","4","34.47","12.47","4250","50","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","12000","0","0","0","6007.65","0","5191.85","0","0","0","0","0","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","13000","4478.6","4478.6","4158.8","4194","4194","4194","9","77.69","19.19","554750","-100","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","14000","3397","3397","3139.65","3157.75","3180.85","3157.75","39","335.59","62.59","16100","300","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","22000","1.6","2.25","1.6","2.15","2.25","2.15","359","3949.35",".35","187600","-3700","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","23000","1.4","2.05","1.4","2","2","2","227","2610.7",".2","47100","4400","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","24000","1.75","2.85","1.25","2.65","2.85","2.65","325","3900.29",".29","33400","6550","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","19700","2.7","4.55","2.3","3.3","3.7","3.3","403","3970.22",".67","13600","-6100","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","19750","4.2","4.45","4.2","4.3","4.45","4.3","12","118.53",".03","5700","0","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","20000","2.45","4.85","2.45","4.2","4.1","4.2","2878","28785.16","5.16","1194600","4100","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","21000","1.85","3","1.7","2.6","2.35","2.6","1308","13735.52","1.52","255650","-23100","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","19500","3.85","5.8","2.65","4.9","4.85","4.9","3897","38003.75","8","314550","-68000","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","19550","3","5.45","2.95","5.15","4.55","5.15","52","508.39",".09","1550","-1100","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","19600","2.65","5.45","2.6","4.35","4","4.35","157","1538.85",".25","11000","450","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","19650","3","3.75","3","3.75","3.75","0.1","48","471.68",".08","2550","-2350","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","19350","3.5","4.35","3","4","4","0.35","70","677.38",".13","2650","-1350","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","19400","3.4","5.3","3.2","5.1","4.7","5.1","167","1620.26",".36","6100","-1150","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","19450","4","4.95","4","4.95","4.95","4.95","6","58.36",".01","2450","-300","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","19150","4.6","5.95","4.55","5.8","5.95","5.8","67","641.7",".18","3800","-1550","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","19200","3.75","6.2","3.3","5.45","5.55","5.45","1205","11570.56","2.56","74900","-2900","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","19250","4.8","4.85","4.4","4.6","4.6","4.6","48","462.11",".11","3300","-1550","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","19300","3.3","5.7","3.3","5.35","5.25","5.35","1249","12055.78","2.93","79450","-6850","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","18950","5.4","5.55","5.3","5.5","5.5","1.8","27","255.9",".07","4100","-500","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","19000","4.4","6.6","4.2","6.25","6.6","6.25","20449","194317.62","52.12","1842400","-92100","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","19050","4.15","6","4.15","5.95","6","5.95","273","2600.98",".65","3650","-1050","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","19100","3.9","5.85","3.25","5.45","4.25","5.45","826","7890.12","1.82","146600","-4050","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","18750","4.55","6.8","4.05","6.6","6.6","6.6","654","6132.97","1.72","53500","16150","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","18800","4.55","6.5","4.15","6.2","6.25","6.2","5132","48253.87","13.07","247550","-83300","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","18850","4.45","6.3","4.15","6.2","6.3","6.2","295","2781.15",".78","18650","-1600","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","18900","3.75","6.7","3.75","6.25","6.4","6.25","1983","18744.47","5.12","91050","-300","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","18600","5.85","7.2","4.9","6.75","6.6","6.75","8454","78647.08","24.88","463400","-58600","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","18650","5","6.95","4.75","6.65","6.65","6.65","693","6464.26","2.03","79500","-23600","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","18700","4.7","6.55","3.95","6.3","6.5","6.3","9563","89439.05","25","294300","-189900","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","18400","8.05","9.25","6.5","8.3","8.3","8.3","16997","156439.11","66.71","773550","-2850","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","18450","7.5","8.4","6.4","8.05","7.85","8.05","1526","14082.91","5.56","32850","-1050","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","18500","6.75","7.75","5.55","7.2","6.8","7.2","29663","274479.8","97.05","1693800","-75250","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","18550","6.35","7.75","5.55","7.35","7.1","7.35","371","3442.2","1.17","55300","-3400","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","18200","13.6","18","11.65","13.8","13.15","13.8","39878","363160.22","270.42","1402700","-30050","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","18250","11.95","14.75","10.1","11.9","11.2","11.9","3441","31419.24","20.12","126450","-16750","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","18300","10.7","12.7","8.75","10.4","9.7","10.4","23897","218778.37","120.82","811400","81150","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","18350","10.05","10.9","7.8","9.65","9.4","9.65","2135","19598.08","9.46","82850","-14350","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","18000","27.1","37.35","20.2","22.05","21.9","22.05","114358","1030659.24","1437.24","3275050","-197000","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","18050","22.8","29.6","17.25","19.05","18.6","19.05","10457","94482.5","108.08","157700","-32750","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","18100","19.05","24.7","14","16.95","16.3","16.95","41572","376591.61","365.01","857550","-74800","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","18150","15.45","20.75","13.25","15.3","14.5","15.3","6504","59074.74","50.94","89500","7500","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","17850","49.65","66.2","16.4","30.85","31.75","30.85","18314","163830.33","377.88","188450","-8500","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","17900","37.15","54.55","25.7","27.8","29.2","27.8","75503","677065.76","1313.91","1635500","4300","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","17950","30.55","44.45","22.5","24.4","23.85","24.4","11164","100365.96","169.06","158900","-12950","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","17650","112.3","139.75","49.55","57.45","59","57.45","24567","217947.1","1143.33","230600","-69500","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","17700","86.55","116.85","44.5","48.95","50","48.95","118473","1052562.34","4076.29","2224200","-241850","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","17750","68.6","97.5","21.7","41.45","42","41.45","16051","142945.03","492.41","279850","-5950","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","17800","54","80.5","21","35.5","35.1","35.5","117369","1047425.12","2841.02","2173350","278800","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","17450","186.4","256","99.55","111.95","114.6","111.95","19335","170258.13","1560.26","182250","12800","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","17500","175","224","85","95.1","98","95.1","166755","1470647.28","11541.03","3004500","589500","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","17550","139.2","194.35","72.8","80.45","80.1","80.45","19015","168030.68","1174.06","168650","45750","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","17600","117","165","62","68.3","63.1","68.3","105811","936515.64","5378.84","2636700","339850","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","17250","317.15","401","178.35","201.1","208","201.1","8909","77822.14","982.01","114050","75550","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","17300","270","364.05","155.25","170.8","179","170.8","78999","691714.31","8372.96","1562950","325500","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","17350","246.8","325","135","147.05","155.1","147.05","12936","113440.86","1221.06","173450","108300","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","17400","202.3","290.4","116.2","129.7","134.35","129.7","135489","1191256.96","12502.66","1596350","260100","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","17050","474.95","531.45","292.35","313.9","331.7","313.9","435","3782.05","73.67","21800","-3100","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","17100","422.15","525","260","282.55","298","282.55","12642","110013.03","1923.93","267700","108550","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","17150","429.95","480.75","230.8","253.35","268.7","253.35","4096","35655.56","532.36","65350","42250","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","17200","350","439.95","204.05","225.6","240","225.6","53053","462847.2","6591.4","622100","370250","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","16850","685","685","431.75","464.8","478.15","464.8","89","770.06","20.23","4850","-200","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","16900","623.5","704.7","394.2","424.55","435","424.55","1605","13980.18","417.93","44300","18300","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","16950","426.65","430.25","356.1","379.75","403.9","379.75","296","2567.43","58.83","7700","-1050","17154.3"
"NIFTY","13-Mar-2023","29-Mar-2023","CE","17000","488","612.4","323","351.05","365.05","351.05","22419","195265.54","4704.04","708350","181150","17154.3"
"NIFTY","14-Mar-2023","29-Mar-2023","CE","16750","537.2","582.25","435.95","462.9","475.7","462.9","142","1225.36","36.11","4100","-1350","17043.3"
"NIFTY","14-Mar-2023","29-Mar-2023","CE","16800","500","545.65","394.5","429.4","445.75","429.4","9109","78588.78","2073.18","185750","78750","17043.3"
"NIFTY","14-Mar-2023","29-Mar-2023","CE","16850","453.7","471.05","365.55","384.65","395","384.65","492","4241.49","96.39","11750","6900","17043.3"
